werkstoff,n_messpunkte,VB_mean,VB_std,VB_cv,VBmax_mean,VBmax_std,VBmax_cv
DA718,140,110.18690476190476,39.570195183564174,0.3591188559935381,157.88571428571427,28.43930728633475,0.18012590572235185
IN718,150,78.74777777777777,25.791163074139902,0.3275160747636747,139.2577777777778,19.310249918797613,0.13866550383715134
