scheibe_id,lochkreis,werkstoff,werkzeug_id,bohrung_nr,VB,VBmax,isp_max,isp_mittel,isp_std,iz_max,iz_mittel,iz_std
3,mittel,IN718,46,2,37.0,106.66666666666667,0.335,0.2212,0.0907,0.624,0.5216,0.071
3,mittel,IN718,46,6,62.666666666666664,127.33333333333333,0.431,0.2993,0.1024,0.614,0.5203,0.0728
3,mittel,IN718,46,10,81.5,138.33333333333334,0.485,0.3516,0.1224,0.662,0.5489,0.0756
3,mittel,IN718,46,14,99.33333333333333,155.33333333333334,0.52,0.3687,0.1409,0.671,0.5565,0.0851
3,mittel,IN718,46,18,116.33333333333333,164.0,0.581,0.4132,0.1524,0.681,0.5667,0.0892
3,mittel,IN718,47,2,38.333333333333336,113.83333333333333,0.267,0.1845,0.0686,0.576,0.4893,0.064
3,mittel,IN718,47,6,64.33333333333333,129.66666666666666,0.349,0.2498,0.1018,0.609,0.5068,0.0815
3,mittel,IN718,47,10,82.5,142.83333333333334,0.458,0.3251,0.1266,0.633,0.534,0.0809
3,mittel,IN718,47,14,97.83333333333333,149.16666666666666,0.533,0.3685,0.1414,0.643,0.5413,0.0742
3,mittel,IN718,47,18,111.83333333333333,166.33333333333334,0.52,0.3813,0.145,0.676,0.5725,0.073
3,mittel,IN718,48,2,39.166666666666664,126.66666666666667,0.287,0.1946,0.0762,0.605,0.5059,0.0678
3,mittel,IN718,48,6,63.5,140.16666666666666,0.328,0.2373,0.0895,0.624,0.5214,0.0782
3,mittel,IN718,48,10,83.33333333333333,149.66666666666666,0.403,0.2883,0.1057,0.624,0.5261,0.0727
3,mittel,IN718,48,14,97.5,155.83333333333334,0.492,0.3629,0.1313,0.667,0.5545,0.086
3,mittel,IN718,48,18,114.33333333333333,167.5,0.52,0.3744,0.149,0.681,0.5768,0.0759
4,aussen,DA718,55,2,51.833333333333336,128.5,0.4854,0.35271,0.10467,1.1045,1.00598,0.07613
4,aussen,DA718,55,6,86.66666666666667,148.5,0.499,0.40857,0.10957,1.214,1.11675,0.09237
4,aussen,DA718,55,10,115.33333333333333,159.5,0.6084,0.4736,0.13359,1.195,1.0901,0.0911
4,aussen,DA718,55,14,137.5,177.0,0.69,0.5593,0.1629,1.204,1.1028,0.098
4,aussen,DA718,55,18,161.16666666666666,193.83333333333334,0.745,0.5838,0.1728,1.2,1.0986,0.1093
4,aussen,DA718,56,2,46.833333333333336,113.16666666666667,0.779,0.5542,0.1435,1.133,1.0407,0.044
4,aussen,DA718,56,6,84.16666666666667,132.83333333333334,0.807,0.6117,0.1468,1.162,1.069,0.0645
4,aussen,DA718,56,10,106.0,146.83333333333334,0.848,0.6542,0.1588,1.185,1.0932,0.0726
4,aussen,DA718,56,14,131.33333333333334,165.66666666666666,0.964,0.7355,0.174,1.2,1.1047,0.0736
4,aussen,DA718,56,18,149.66666666666666,174.66666666666666,1.16,0.853,0.208,1.209,1.1172,0.0747
4,aussen,DA718,57,2,48.833333333333336,100.83333333333333,0.861,0.6331,0.198,1.12,1.038,0.067
4,aussen,DA718,57,6,81.33333333333333,119.33333333333333,0.909,0.7042,0.1993,1.19,1.102,0.062
4,aussen,DA718,57,10,110.33333333333333,143.0,0.909,0.7159,0.1855,1.176,1.0806,0.0698
4,aussen,DA718,57,14,129.33333333333334,160.0,0.984,0.7768,0.1898,1.176,1.0828,0.0663
4,aussen,DA718,57,18,147.33333333333334,174.5,0.971,0.7799,0.1996,1.176,1.0847,0.0797
4,aussen,DA718,58,2,50.166666666666664,115.0,0.54,0.41622,0.10012,1.1378,1.04379,0.07836
4,aussen,DA718,58,6,84.33333333333333,128.33333333333334,0.588,0.4839,0.1218,1.1949,1.09261,0.07223
4,aussen,DA718,58,10,107.66666666666667,145.16666666666666,0.677,0.5372,0.149,1.238,1.1462,0.0773
4,aussen,DA718,58,14,120.83333333333333,148.33333333333334,0.759,0.5914,0.1752,1.243,1.1498,0.078
4,aussen,DA718,58,18,155.5,185.5,0.834,0.65683,0.18557,1.238,1.1384,0.0799
4,aussen,DA718,59,2,46.0,106.83333333333333,0.554,0.4188,0.1119,1.166,1.0768,0.0604
4,aussen,DA718,59,6,83.33333333333333,128.83333333333334,0.718,0.5793,0.1409,1.181,1.085,0.0744
4,aussen,DA718,59,10,109.66666666666667,149.33333333333334,0.916,0.7054,0.1889,1.181,1.0811,0.0742
4,aussen,DA718,59,14,136.83333333333334,165.83333333333334,1.066,0.8185,0.2305,1.238,1.1241,0.0715
4,aussen,DA718,59,18,153.5,181.0,1.066,0.8264,0.226,1.228,1.1217,0.0791
